movie_id,title,overview,release_date,runtime,budget,revenue,vote_average,vote_count,adult,original_language,tagline,release_year
1685,Beneath the Planet of the Apes,"Astronaut Brent is sent to rescue Taylor but crash lands on the Planet of the Apes, just like Taylor did in the original film. Taylor has disappeared into the Forbidden Zone so Brent and Nova try to follow and find him. He discovers a cult of humans that fear the Apes' latest military movements and finds himself in the middle. Tension mounts to a climactic battle between ape and man deep in the bowels of the planet.",1970-05-01,95,3000000,18999718,6.2,370,0,en,An army of civilized apes...A fortress of radiation-crazed super humans...Earth's final battle is about to begin - Beneath the atomic rubble of what was once the city of New York!,1970
1705,Battle for the Planet of the Apes,"The fifth and final episode in the Planet of the Apes series. After the collapse of human civilization, a community of intelligent apes led by Caesar lives in harmony with a group of humans. Gorilla General Aldo tries to cause an ape civil war and a community of human mutants who live beneath a destroyed city try to conquer those whom they perceive as enemies. All leading to the finale.",1973-06-15,93,1700000,8844595,5.5,220,0,en,The final chapter in the incredible Apes saga. The most suspenseful showdown ever filmed as two civilizations battle for the right to inherit what's left of the earth!,1973
1688,Conquest of the Planet of the Apes,"In a futuristic world that has embraced ape slavery, Caesar, the son of the late simians Cornelius and Zira, surfaces after almost twenty years of hiding out from the authorities, and prepares for a slave revolt against humanity.",1972-06-29,88,1700000,9700000,6.1,243,0,en,All new! The revolt of the apes. The most awesome spectacle in the annals of science fiction!,1972
1687,Escape from the Planet of the Apes,"The world is shocked by the appearance of two talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society; but one man believes them to be a threat to the human race.",1971-05-20,98,2500000,12348905,6.3,270,0,en,Meet baby Milo who has Washington terrified.,1971
11123,Earthquake,"Earthquake is a 1974 American disaster film that achieved huge box-office success, continuing the disaster film genre of the 1970s where recognizable all-star casts attempt to survive life or death situations. The plot concerns the struggle for survival after a catastrophic earthquake destroys most of the city of Los Angeles, California.",1974-11-15,123,7000000,79666653,5.6,76,0,en,When the big one finally hits L.A.,1974
29723,The Concorde... Airport '79,"The last of the 'Airport' series again stars George Kennedy as aviation disaster-prone Joe Patroni, this time having to contend with nuclear missiles, the French Air Force and the threat of the plane splitting in two over the Alps!",1979-08-17,123,14000000,13015688,4.7,45,0,en,"At twice the speed of sound, can the Concorde evade attack?",1979
9535,Analyze This,"Countless wiseguy films are spoofed in this film that centers on the neuroses and angst of a powerful Mafia racketeer who suffers from panic attacks. When Paul Vitti needs help dealing with his role in the ""family,"" unlucky shrink Dr. Ben Sobel is given just days to resolve Vitti's emotional crisis and turn him into a happy, well-adjusted gangster.",1999-03-05,103,80000000,176885658,6.4,512,0,en,New York's most powerful gangster is about to get in touch with his feelings. YOU try telling him his 50 minutes are up.,1999
9455,The Corruptor,"Danny is a young cop partnered with Nick, a seasoned but ethically tainted veteran. As the two try to stop a gang war in Chinatown, Danny relies on Nick but grows increasingly uncomfortable with the way Nick gets things done.",1999-03-12,110,25000000,15156200,6.1,60,0,en,You can't play by the rules if there aren't any.,1999
796,Cruel Intentions,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",1999-03-05,97,10500000,75902208,6.6,848,0,en,"In the game of seduction, There is only one rule: Never fall in love.",1999
100,"Lock, Stock and Two Smoking Barrels",A card sharp and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,1998-03-05,105,1350000,3897569,7.5,1671,0,en,A Disgrace to Criminals Everywhere.,1998
30943,The Deep End of the Ocean,"Michelle Pfeiffer is ferocious in the role of a desperate mother whose 3-year-old son disappears during her high school reunion. Nine years later, by chance, he turns up in the town in which the family has just relocated. Based on Jacquelyn Mitchard's best-selling novel (an Oprah book club selection), the movie effectively presents the troubling dynamics that exist between family members who've suffered such an unsettling loss.",1999-03-12,106,38000000,28121100,6.0,58,0,en,The search for her son was over. The search for her family was just beginning.,1999
7341,The Rage: Carrie 2,"After the suicide of her only friend, Rachel has never felt more on the outside. The one person who reached out to her, Jessie, also happens to be part of the popular crowd that lives to torment outsiders like her. But Rachel has something else that separates her from the rest, a secret amazing ability to move things with her mind. Sue Snell, the only survivor of Carrie White's rampage twenty-two years ago, may hold the key to helping Rachel come to terms with her awesome, but unwanted power. But as Rachel slowly learns to trust, a terrible trap is being laid for her. And making her angry could prove to be fatal.",1999-03-11,104,21000000,17762705,5.1,79,0,en,Looks Can Kill,1999
9540,Dead Ringers,"Elliot, a successful gynecologist, works at the same practice as his identical twin, Beverly. Elliot is attracted to many of his patients and has affairs with them. When he inevitably loses interest, he will give the woman over to Beverly, the meeker of the two, without the woman knowing the difference. Beverly falls hard for one of the patients, Claire, but when she inadvertently deceives him, he slips into a state of madness.",1988-09-23,115,13000000,8038508,7.0,176,0,en,Two bodies. Two minds. One soul.,1988
22345,Baby Geniuses,"Scientist hold talking, super-intelligent babies captive, but things take a turn for the worse when a mix-up occurs between a baby genius and its twin.",1999-03-12,97,12000000,36450736,3.3,75,0,en,Think innocent. Think helpless. Think again. Naps are history.,1999
1641,Forces of Nature,"Ben Holmes, a professional book-jacket blurbologist, is trying to get to Savannah for his wedding. He just barely catches the last plane, but a seagull flies into the engine as the plane is taking off. All later flights are cancelled because of an approaching hurricane, so he is forced to hitch a ride in a Geo Metro with an attractive but eccentric woman named Sara.",1999-03-12,105,75000000,93888180,5.1,141,0,en,"He went from the eye of the storm, into the arms of a hurricane.",1999
47288,The King and I,Animated version of the Rodgers and Hammerstein musical about when the King of Siam meets a head strong English school mistress.,1999-03-19,87,25000000,12000000,5.0,23,0,en,The All New Animated Family Spectacular Adapted From The Musical By Rodgers And Hammerstein,1999
16520,The King and I,"Mrs. Anna Leonowens and her son Louis arrive in Bangkok, where she has contracted to teach English to the children of the royal household. She threatens to leave when the house she had been promised is not available, but falls in love with the children.",1956-06-29,133,4550000,21300000,7.3,103,0,en,More than your eyes have ever seen... More than your heart has ever known!,1956
16379,The Mod Squad,"Three minor delinquints (Danes, Ribisi, and Epps) are recruited by a cop (Farina) working undercover to bust a cop/drug ring. When the officer who recruited them is killed, they go above and beyond the call of duty to solve the murder; and bust the drug ring. Suffering the jibes, and ridicule of fellow officers; they struggle to save their names, and that of their deceased benefactor.",1999-03-26,92,50000000,13260050,4.1,37,0,en,First they broke the law. Now they are the law.,1999
603,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",1999-03-30,136,63000000,463517383,7.9,9079,0,en,Welcome to the Real World.,1999
4951,10 Things I Hate About You,"Bianca, a tenth grader, has never gone on a date, but she isn't allowed to go out with boys until her older sister Kat gets a boyfriend. The problem is, Kat rubs nearly everyone the wrong way. But Bianca and the guy she has her eye on, Joey, are eager, so Joey fixes Kat up with Patrick, a new kid in town just bitter enough for Kat.",1999-03-30,97,16000000,53478166,7.3,1768,0,en,How do I loathe thee? Let me count the ways.,1999
8970,The Out-of-Towners,"The remake of the 1970 Neil Simon comedy follows the adventures of a couple, Henry and Nancy Clark, vexed by misfortune while in New York City for a job interview.",1999-04-02,90,75000000,29000000,5.1,46,0,en,"They fell in love 24 years ago... and in the next 24 hours, they'll remember why.",1999
9430,Go,"Told from three perspectives, a story of a bunch of young Californians trying to get some cash, do and deal some drugs, score money and sex in Las Vegas, and generally experience the rush of life.",1999-04-09,98,6500000,28451622,7.0,198,0,en,A weekend wasted is never a wasted weekend.,1999
11355,Never Been Kissed,"Josie Geller, a baby-faced junior copywriter at the Chicago Sun-Times, must pose as a student at her former high school to research contemporary teenage culture. With the help of her brother, Rob, Josie infiltrates the inner circle of the most popular clique on campus. But she hits a major snag in her investigation -- not to mention her own failed love life -- when she falls for her dreamy English teacher, Sam Coulson.",1999-04-09,107,25000000,84565230,5.8,378,0,en,A Comedy With Class.,1999
18764,Twin Dragons,"Twins, separated at birth, end up as a Hong Kong gangster and a New York concert pianist. When the pianist travels to Hong Kong for a concert, the two inevitably get mistaken for each other.",1992-01-15,89,10000000,8359717,6.2,72,0,cn,Twice the action!,1992
9465,Cookie's Fortune,Conflict arises in the small town of Holly Springs when an old woman's death causes a variety of reactions among family and friends.,1999-01-22,118,10000000,10920544,6.2,35,0,en,"Welcome to Holly Springs... home of murder, mayhem and catfish enchiladas.",1999
6522,Life,Two men in 1930s Mississippi become friends after being sentenced to life in prison together for a crime they did not commit.,1999-04-16,108,80000000,73345029,6.4,179,0,en,Share it with someone you love.,1999
39964,Lost & Found,"A comedy about finding your true love at any price. Dylan Ramsey resorts to snatching his beautiful neighbor's dog so he can spend time with her while they go on a phantom dog hunt. Succeeding in his plan, Dylan goes to return the pooch, only to discover that it has hidden Dylan's best friend's diamond ring. Written by WARNER BROS.",1999-04-23,95,1,100,4.9,26,0,en,A comedy about a guy who would do anything to get the girl of his dreams - and did!,1999
1946,eXistenZ,A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.,1999-04-14,97,15000000,2856712,6.7,487,0,en,Play it. Live it. Kill for it.,1999
1844,Entrapment,"Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love.",1999-04-29,112,66000000,212404396,6.0,613,0,en,The trap is set.,1999
6552,Idle Hands,"Anton is a cheerful but exceedingly non-ambitious 17-year-old stoner who lives to stay buzzed, watch TV, and moon over Molly, the beautiful girl who lives next door. However, it turns out that the old clichÃ© about idle hands being the devil's playground has a kernel of truth after all.",1999-04-30,92,25000000,4152230,6.1,183,0,en,The touching story of a boy and his right hand.,1999
3309,Mildred Pierce,"After her cheating husband leaves her, Mildred Pierce proves she can become independent and successful, but can't win the approval of her spoiled daughter.",1945-09-24,111,1453000,5638000,7.4,81,0,en,A mother's love leads to murder,1945
18462,Night of the Comet,"Two girls from the Valley wake up to find that a passing comet has eradicated their world and left behind a mysterious red-dust and a pack of cannibal mutants. With the help of a friendly truck driver, the girls save the earth from a villainous ""think tank,"" karate chop their way through flesh-eating zombies, and, of course, find time to go to the mall.",1984-11-16,95,3000000,14418922,6.1,94,0,en,They came. They Shopped. They saved the world!,1984
8592,Dick Tracy,"The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob,",1990-06-15,103,47000000,103738726,5.9,258,0,en,Their turf. Their game. Their rules. They didn't count on HIS law...,1990
564,The Mummy,"Dashing legionnaire Rick O'Connell and his companion, Beni stumble upon the hidden ruins of Hamunaptra while in the midst of a battle in 1923, 3,000 years after Imhotep has suffered a fate worse than death â€“ his body will remain undead for all eternity as a punishment for a forbidden love.",1999-04-16,124,80000000,415885488,6.6,2796,0,en,The legend you know. The adventure you have yet to imagine.,1999
13852,The Castle,"A Melbourne family is very happy living near the Melbourne airport. However, they are forced to leave their beloved home (by the Government and airport authorities) to make way for more runways. 'The Castle' is the story of how they fight to remain in their home.",1997-04-10,85,786675,861789,7.4,69,0,en,Ordinary Family. Extraordinary Story.,1997
1893,Star Wars: Episode I - The Phantom Menace,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",1999-05-19,136,115000000,924317558,6.4,4526,0,en,Every generation has a legend. Every journey has a first step. Every saga has a beginning.,1999
1924,Superman,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane âˆ’ who's in love with Superman. Clark must summon his superhero alter ego when the nefarious Lex Luthor launches a plan to take over the world.",1978-12-13,143,55000000,300218018,6.9,1042,0,en,You'll Believe a Man Can Fly!,1978
8536,Superman II,"Three escaped criminals from the planet Krypton test the Man of Steel's mettle. Led by Gen. Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who attempts to make himself human in order to get closer to Lois, realizes he has a responsibility to save the planet.",1980-12-04,127,54000000,190458706,6.5,642,0,en,The Man of Steel meets his match!,1980
9531,Superman III,"Aiming to defeat the Man of Steel, wealthy executive Ross Webster hires bumbling but brilliant Gus Gorman to develop synthetic kryptonite, which yields some unexpected psychological effects in the third installment of the 1980s Superman franchise. Between rekindling romance with his high school sweetheart and saving himself, Superman must contend with a powerful supercomputer.",1983-06-17,125,39000000,75850624,5.3,500,0,en,If the world's most powerful computer can control even Superman...no one on earth is safe.,1983
11411,Superman IV: The Quest for Peace,"With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.",1987-07-23,90,17000000,19300000,4.1,327,0,en,"Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us.",1987
138,Dracula,The legend of vampire Count Dracula begins here with this original 1931 Dracula film from Bela Lugosi.,1931-02-12,72,355000,1012189,7.2,254,0,en,The story of the strangest passion the world has ever known!,1931
3035,Frankenstein,Henry Frankenstein is a doctor who is trying to discover a way to make the dead walk. He succeeds and creates a monster that has to deal with living again.,1931-11-21,71,291000,12000000,7.3,295,0,en,The man who made a monster.,1931
36685,The Rocky Horror Picture Show,"Sweethearts Brad and Janet, stuck with a flat tire during a storm, discover the eerie mansion of Dr. Frank-N-Furter, a transvestite scientist. As their innocence is lost, Brad and Janet meet a houseful of wild characters, including a rocking biker and a creepy butler. Through elaborate dances and rock songs, Frank-N-Furter unveils his latest creation: a muscular man named 'Rocky'.",1975-08-14,100,1200000,112892319,7.4,703,0,en,A Different Set Of Jaws.,1975
30168,It Came from Hollywood,"Dan Ackroyd, John Candy, Gilda Radner and Cheech and Chong present this compilation of classic bad films from the 50's, 60's and 70's. Special features on gorilla pictures, anti-marijuana films and a special tribute to the worst film maker of all-time, Ed Wood.",1982-12-10,80,5000000,2091037,6.0,12,0,en,We're going to make you LAUGH.,1982
8974,The War of the Worlds,"The residents of a small town are excited when a flaming meteor lands in the hills, but their joy is short-lived when they discover it has passengers who are not very friendly.",1953-08-13,85,2000000,2000000,6.8,172,0,en,Amazing! terrifying! The most savage spectacle of all time!,1953
509,Notting Hill,The British comedy from director Roger Michell tells the love story between a famous actress and a simple book seller from London. A look into the attempt for famous people to have a personal and private life and the ramifications that follow. Nominated for three Golden Globes in 2000.,1999-05-13,124,42000000,363889678,7.0,1309,0,en,Can the most famous film star in the world fall for the man on the street?,1999
1090,The Thirteenth Floor,"Computer scientist Hannon Fuller has discovered something extremely important. He's about to tell the discovery to his colleague, Douglas Hall, but knowing someone is after him, the old man leaves a letter in his computer generated parallel world that's just like the 30's with seemingly real people with real emotions.",1999-04-16,100,16000000,18564088,6.8,381,0,en,Question reality. You can go there even though it doesn't exist.,1999
62676,Limbo,"Unconventional narrative about the interactions amongst a group of people in a small town in Alaska, each of whom has guards a secret.",1999-06-04,126,8000000,1997807,7.0,17,0,en,The Only Thing More Dangerous Than Death... Is Survival.,1999
817,Austin Powers: The Spy Who Shagged Me,"When diabolical genius, Dr. Evil travels back in time to steal superspy Austin Powers's â€˜mojoâ€™, Austin must return to the swingin' '60s himself â€“ with the help of American agent, Felicity Shagwell â€“ to stop the dastardly plan. Once there, Austin faces off against Dr. Evil's army of minions and saves the world in his own unbelievably groovy way.",1999-06-08,95,33000000,310940086,6.1,1034,0,en,"I'm back, baby!",1999
37135,Tarzan,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",1999-06-18,88,150000000,448000000,7.1,1715,0,en,An immortal legend. As you've only imagined.,1999
2275,The General's Daughter,"When the body of Army Capt. Elizabeth Campbell is found on a Georgia military base, two investigators, Warrant Officers Paul Brenner and Sara Sunhill, are ordered to solve her murder. What they uncover is anything but clear-cut. Unseemly details emerge about Campbell's life, leading to allegations of a possible military coverup of her death and the involvement of her father, Lt. Gen. Joseph Campbell.",1999-06-18,116,60000000,149705852,6.1,209,0,en,Go behind the lies.,1999
24137,An Ideal Husband,"Sir Robert Chiltern is a successful Government minister, well-off and with a loving wife. All this is threatened when Mrs Cheveley appears in London with damning evidence of a past misdeed. Sir Robert turns for help to his friend Lord Goring, an apparently idle philanderer and the despair of his father. Goring knows the lady of old, and, for him, takes the whole thing pretty seriously.",1999-04-15,97,14000000,18535191,6.3,47,0,en,He just doesn't know it yet.,1999
104,Run Lola Run,"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.",1998-08-20,81,1530000,7267585,7.2,672,0,de,Every second of every day you're faced with a decision that can change your life.,1998
9032,Big Daddy,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father.",1999-06-25,93,34200000,234801895,6.2,898,0,en,Nature called. Look who answered.,1999
6488,Arachnophobia,"A large spider from the jungles of South America is accidentally transported in a crate with a dead body to America where it mates with a local spider. Soon after, the residents of a small California town disappear as the result of spider bites from the deadly spider offspring. It's up to a couple of doctors with the help of an insect exterminator to annihilate these eight legged freaks.",1990-08-09,103,31000000,53208180,6.2,445,0,en,"Eight legs, two fangs, and an attitude.",1990
8487,Wild Wild West,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,1999-06-29,106,170000000,222104681,5.1,1042,0,en,It's a whole new west.,1999
2105,American Pie,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score."" by their senior prom.",1999-07-09,95,11000000,235483004,6.4,2358,0,en,There's nothing like your first piece.,1999
10208,Muppets from Space,"When Gonzo's breakfast cereal tells him that he's the descendant of aliens from another planet, his attempts at extraterrestrial communication get him kidnapped by a secret government agency, prompting the Muppets to spring into action. It's hard to believe Gonzo's story at first, but Kermit and friends soon find themselves on an epic journey into outer space filled with plenty of intergalactic misadventures.",1999-07-14,87,24000000,16290976,5.8,94,0,en,Space. It's not as deep as you think.,1999
2667,The Blair Witch Project,"In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found.",1999-07-14,81,60000,248000000,6.3,1090,0,en,The scariest movie of all time is a true story.,1999
345,Eyes Wide Shut,"After Dr. Bill Hartford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",1999-07-14,159,65000000,162091208,7.1,1266,0,en,Cruise. Kidman. Kubrick.,1999
9825,Lake Placid,"When a man is eaten alive by an unknown creature, the local Game Warden teams up with a paleontologist from New York to find the beast. Add to the mix an eccentric philanthropist with a penchant for ""Crocs"", and here we go! This quiet, remote lake is suddenly the focus of an intense search for a crocodile with a taste for live animals...and people!",1999-07-15,82,27000000,56870414,5.5,251,0,en,You'll never know what bit you.,1999
16158,The Wood,"In the panicky, uncertain hours before his wedding, a groom with prenuptial jitters and his two best friends reminisce about growing up together in the middle-class African-American neighborhood of Inglewood, California. Flashing back to the twenty-something trio's childhood exploits, the memories capture the mood and nostalgia of the '80s era.",1999-07-16,106,6000000,25059640,7.1,34,0,en,From best friends to best men.,1999
620,Ghostbusters,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",1984-06-07,107,30000000,295212467,7.3,2431,0,en,They ain't afraid of no ghost.,1984
2978,Ghostbusters II,"Five years after they defeated Gozer, the Ghostbusters are out of business. When Dana begins to have ghost problems again, the boys come out of retirement to aid her and hopefully save New York City from a new paranormal threat.",1989-06-15,108,37000000,215394738,6.3,1131,0,en,We're back!,1989
10490,Drop Dead Gorgeous,"In a small Minnesota town, the annual beauty pageant is being covered by a TV crew. Former winner Gladys Leeman wants to make sure her daughter follows in her footsteps; explosions, falling lights, and trailer fires prove that. As the Leemans are the richest family in town, the police are pretty relaxed about it all. Despite everything, main rival (but sweet) Amber Atkins won't give up without a fight.",1999-07-23,98,10000000,10571408,6.5,88,0,en,The battle between the good and the bad is bound to get ugly.,1999
11618,The Haunting,"Dr. David Marrow invites Nell Vance, and Theo and Luke Sanderson to the eerie and isolated Hill House to be subjects for a sleep disorder study. The unfortunate guests discover that Marrow is far more interested in the sinister mansion itself â€“ and they soon see the true nature of its horror.",1999-07-23,113,80000000,91188905,5.2,374,0,en,Some houses are born bad.,1999
1812,Trick,"The misadventures of two young gay men, trying to find a place to be alone, one night in Manhattan. Gabriel, an aspiring writer of Broadway musicals, meets Mark, a muscled stripper, who picks him up on the subway. They spend the night trying to find somewhere to be alone... forced to contend with Gabriel's selfish roommate, his irritating best friend, and a vicious, jealous drag queen in a gay dance club. The sun rises on a promising new relationship. Trick is a 1999 American independent gay-themed romantic comedy directed by Jim Fall. Trick appeared at the Sundance and Berlin film festivals in 1999. Filming was completed in less than three weeks in August 1998.",1999-07-23,89,450000,2049595,6.7,24,0,en,A story about two guys trying to make it in the big city.,1999
8914,Deep Blue Sea,"On a remote former submarine refueling facility called Aquatica, a team of scientists are searching for a cure for Alzheimer's disease. Dr. Susan McAlester genetically engineers three Mako sharks, intending to increase their brain capacity so that they can harvest the tissue as a cure for Alzheimer's. Unfortunately, the increased brain capacity also makes the sharks smarter, faster, and more dangerous. Aquatica's financial backers are skeptical and nervous about the tests, and send a corporate executive to visit the facility.",1999-07-28,105,60000000,73648228,5.6,616,0,en,Bigger. Smarter. Faster. Meaner.,1999
9824,Mystery Men,"When Captain Amazing (Kinnear) is kidnapped by Casanova Frankenstein (Rush) a group of superheroes combine together to create a plan. But these aren't normal superheroes. Now, the group who include such heroes as Mr. Furious (Stiller), The Shoveller (Macy) and The Blue Raja (Azaria) must put all the powers together to save everyone they know and love.",1999-08-06,121,68000000,29762011,5.7,255,0,en,"We're not your classic heroes, we're the other guys.",1999
4806,Runaway Bride,"Ike Graham, New York columnist, writes his text always at the last minute. This time, a drunken man in his favourite bar tells Ike about Maggie Carpenter, a woman who always flees from her grooms in the last possible moment. Ike, who does not have the best opinion about females anyway, writes an offensive column without researching the subject thoroughly.",1999-07-30,116,70000000,309457509,5.8,472,0,en,Catch her if you can.,1999
967,Spartacus,Spartacus is a 1960 American historical drama film directed by Stanley Kubrick and based on the novel of the same name by Howard Fast about the historical life of Spartacus and the Third Servile War. The film stars Kirk Douglas as the rebellious slave Spartacus who leads a violent revolt against the decadent Roman empire. The film was awarded four Oscars and stands today as one of the greatest classics of the Sword and Sandal genre.,1960-10-06,197,12000000,60000000,7.3,472,0,en,More titanic than any story ever told!,1960
802,Lolita,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",1962-06-13,153,2000000,9250000,7.3,409,0,en,How did they ever make a movie of ...,1962
3175,Barry Lyndon,"In the Eighteenth Century, in a small village in Ireland, Redmond Barry is a young farm boy in love with his cousin Nora Brady. When Nora engages to the British Captain John Quin, Barry challenges him for a duel of pistols. He wins and escapes to Dublin, but is robbed on the road. Without any other alternative, Barry joins the British Army to fight in the Seven Years War.",1975-12-18,184,11000000,20000000,7.7,521,0,en,At long last Redmond Barry became a gentleman - and that was his tragedy.,1975
21185,Vibes,"Medium Sylvia Pickel and psychometrist Nick Deezy meet at a psychic research facility in New York. Not long after, they're contacted by Harry Buscafusco, who offers them $50,000 to find his lost son in South America, in the heart of Incan territory where they discover an ancient mystical secret, and each other.",1988-08-05,99,1884000,1883811,6.0,10,0,en,The psychic comedy that's out of its mind.,1988
10136,The Golden Child,"A detective specializing in missing children is on a madcap mission to save a youth with mystical powers who's been abducted by an evil cult. He battles a band of super-nasties, scrambles through a booby-trapped chamber of horrors and traverses Tibet to obtain a sacred dagger.",1986-12-12,94,25000000,79817939,5.6,311,0,en,Eddie Murphy is the chosen one.,1986
873,The Color Purple,"An epic tale spanning forty years in the life of Celie (Whoopi Goldberg), an African-American woman living in the South who survives incredible abuse and bigotry.  After Celie's abusive father marries her off to the equally debasing ""Mister"" Albert Johnson (Danny Glover), things go from bad to worse, leaving Celie to find companionship anywhere she can.  She perseveres, holding on to her dream of one day being reunited with her sister in Africa.  Based on the novel by Alice Walker.",1985-12-18,154,15000000,146292009,7.7,345,0,en,It's about life. It's about love. It's about us.,1985
10776,Little Shop of Horrors,"Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day as Seymour is seeking a new mysterious plant, he finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.",1986-12-19,94,25000000,38748395,6.7,389,0,en,Don't feed the plants.,1986
16406,Dick,"Comedy about two high school girls who wander off during a class trip to the White House and meet President Richard Nixon. They become the official dog walkers for Nixon's dog Checkers, and become his secret advisors during the Watergate scandal.",1999-08-04,94,13000000,27500000,5.7,67,0,en,The unmaking of the president,1999
10386,The Iron Giant,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",1999-08-06,86,70000000,23159305,7.6,1470,0,en,It came from outer space!,1999
745,The Sixth Sense,"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.",1999-08-06,107,40000000,672806292,7.7,3223,0,en,Not every gift is a blessing.,1999
913,The Thomas Crown Affair,"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",1999-08-06,113,48000000,124305181,6.7,349,0,en,How do you get the man who has everything?,1999
17707,Brokedown Palace,"Best friends Alice and Darlene take a trip to Thailand after graduating high school. In Thailand, they meet a captivating Australian man, who calls himself Nick Parks. Darlene is particularly smitten with Nick and convinces Alice to take Nick up on his offer to treat the two of them to what amounts to a day trip to Hong Kong. In the airport, the girls are seized by the police and shocked to discover that one of their bags contains heroin.",1999-08-13,100,25000000,13000000,6.2,115,0,en,"Their graduation present was a trip to paradise, but they never thought they would land in hell.",1999
9781,Detroit Rock City,"In 1978, a Kiss concert was an epoch-making event. For the three teen fans in Detroit Rock City getting tickets to the sold-out show becomes the focal point of their existence. They'll do anything for tickets -- compete in a strip club's amateur-night contest, take on religious protesters, even rob a convenience store!",1999-08-13,95,6500000,4217115,6.7,102,0,en,Kiss The Rules Goodbye.,1999
48781,Never Talk to Strangers,"Sarah Taylor, a police psychologist, meets a mysterious and seductive young man, Tony Ramirez, and falls in love with him. As a cause of this relationship, she changes her personality when she begins to receive anonymous telephone calls.",1995-10-20,86,6400000,6,4.7,31,0,en,"In A World Where Love Isn't Always Safe, Trust Can Be Deadly.",1995
29056,The Raven,A magician who has been turned into a raven turns to a former sorcerer for help in this film loosely based on the Edgar Allen Poe poem.,1963-01-25,86,350000,1499275,6.3,56,0,en,The Macabre Masterpiece of Terror!,1963
28501,The Pit and the Pendulum,"Francis Barnard goes to Spain, when he hears his sister Elizabeth has died. Her husband Nicholas Medina, the son of the most brutal torturer of the Spanish Inquisition, tells him she has died of a blood disease, but Francis finds this hard to believe. After some investigating he finds out that it was extreme fear that was fatal to his sister and that she may have been buried alive!",1961-08-12,80,200000,2000000,6.9,67,0,en,Betrayal cuts both ways!,1961
